id,title,price,volume,type,alcohol,sweet,sour,body,cool,food,material,company,link,flavour_type
68,추사 블루베리 와인,"20,000",375ml,과실주,11,3,1,3,2,"블루베리 파이, 사과 파이","예산블루베리 60%(국내산), 설탕, 구연산, 무수아황산, 소르빈산칼륨",예산사과와인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522201454730_HR73ADRDZ.JPG%2Ffe87_198_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
69,추사 애플와인,"20,000",375ml,과실주,12,3,1,3,2,닭 백숙,사과(국내산),예산사과와인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522200853977_IUGDKDS9Q.jpg%2Ffe87_197_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
70,"코이버펑크, 머스캣 베일리 에","65,000",750ml,과실주,12,3,3,4,3,"고추장, 된장",와이너리 재배 포도 100%,코이버펑크,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20220323120355472_076ZVMJQC.jpg%2Ffe87_546_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
71,"코이버펑크, 샤르도네 세미용 2018","65,000",750ml,과실주,11.5,2,4,4,4,한식,"샤르도네 포도품종, 세미용 포도품종, 실바너 포도품종",코이버펑크,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20220323120549122_OFO0F3BJ4.jpg%2Ffe87_547_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
72,쿨샷 7.5,"60,000",300ml,과실주,7.5,3,1,2,2,케잌,"복분자과실, 주정, 효모, 구연산, 정제수",고창선운산,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013003853116_3RPK3G2BM.jpg%2Ffe87_269_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
73,한스오차드 사과와인,"20,000",750ml,과실주,11,4,3,2,2,"치즈, 과일 안주",사과,㈜한국애플리즈,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012200838946_H1X4KZ6Q2.jpg%2Ffe87_237_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
74,혼디주,"8,000",330ml,과실주,12,4,3,2,3,제주도 흑돼지 구이,"제주산감귤, 백설탕, 구연산, 무수아황산",㈜시트러스,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726162102298_R3BVYYX0H.jpg%2Ffe87_384_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
75,The 찾을수록,"9,000",360ml,과실주,14,4,2,2,3,스낵,"사과와인, 정제수, 정제주정 외 제품별 농축액 (복숭아, 포도, 사과, 감귤, 생강, 커피향 등)",㈜한국애플리즈,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181012204458736_WWP2CUJT1.jpg/fe87_241_i1.jpg?type=m251&wm=Y,3
76,경기전,"27,000",1000ml,기타주류,5,2,3,2,4,맥주에 어울리는 모든 안주,"국내산 보리, 맥아, 호프펠렛, 효모, 정제효소제, 정제수",전주술로시티,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726164131942_XWHIQE8F0.jpg%2Ffe87_390_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
77,메로니아,"2,000",750ml,기타주류,4,4,1,2,5,,"국내산 쌀, 물엿, 합성착향료(메론향), 효모, 국, 혼합제제, 아스파탐, 젖산, 합성 향료(밀크향), 효소처리스테비아, 멜론농축액",배혜정도가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170112175143396_V1UQBALSO.jpg%2Ffe87_010_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
78,바나나 주,"1,700",750ml,기타주류,4,3,1,2,3,열대과일,"쌀, 국, 정제수, 바나나 농축액, 조제종국, 효모, 물엿",조은술 세종,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170222175750402_1VRAABOR9.jpg%2Ffe87_021_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
79,백운 복분자 와인,"7,000",360ml,기타주류,11,2,2,1,1,중국음식,"쌀, 토종 복분자과즙",백운주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522175406242_4G4GK73HN.JPG%2Ffe87_176_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
80,백운 복분자주,"7,000",360ml,기타주류,13,3,2,2,2,탕수육,"쌀, 토종 복분자과즙",백운주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522174800230_1UOHVZX7W.JPG%2Ffe87_175_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
81,세종 알밤주,"1,500",750ml,기타주류,6,4,1,2,3,야채 샐러드,"정제수, 백미, 소맥분, 알밤(국내산), 전분당, 효모, 젖산",조은술 세종,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170224102143917_X3OALY906.jpg%2Ffe87_078_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
82,애피소드호프,"21,000",500ml,기타주류,3.5,4,4,2,4,"치킨, 닭강정, 튀김류","사과과즙, 보리, 쌀, 홉",㈜한국애플리즈,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012203639397_LSFQF20N6.jpg%2Ffe87_240_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
83,오목대,"27,000",1000ml,기타주류,5,2,3,3,4,맥주와 어울리는 기름진 음식,"보리(국내산), 맥아(국내산), 말토텍스트린, 호프펠렛, 효모, 정제효소제, 정제수",농업회사법인 동문거리양조장(주),https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726164456398_HJAU7T28E.jpg%2Ffe87_391_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
84,우도땅콩전통주,"4,000",750ml,기타주류,6,4,1,3,3,안주 없이,"쌀, 우도땅콩",조은술 세종,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170224110751116_5F3YFOCK0.jpg%2Ffe87_102_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
85,주몽 복분자주,"5,000",75ml,기타주류,16,3,1,3,1,케이크,"쌀, 복분자",술소리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522190434628_2I8OXAEUQ.JPG%2Ffe87_186_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
86,톡쏘는 알밤동동,"1,300",750ml,기타주류,6,4,1,3,3,,"쌀, 정제수, 입국, 밤 농축액, 밤 추출물 등",우리술,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170112175039444_NV2DZSC7Y.jpg%2Ffe87_006_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
87,허니문와인,"35,000",375ml,기타주류,10,4,2,2,2,,벌꿀(국내산),아이비영농조합법인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726142826916_D1DNI5FVF.jpg%2Ffe87_340_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
88,허니비,"35,000",500ml,기타주류,8,3,1,2,1,"개성약과, 다식",벌꿀(국내산),아이비영농조합법인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522193930712_01OXJVIXW.JPG%2Ffe87_192_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
89,허니비 와인,"35,000",500ml,기타주류,8,3,1,2,1,,국내산 벌꿀,아이비영농조합법인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522193930712_01OXJVIXW.JPG%2Ffe87_192_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
90,호두땅콩막걸리,"2,700",750ml,기타주류,6,3,1,4,2,"땅콩, 호두 등 견과류","물, 쌀(국내산), 고과당, 국(밀), 땅콩(국내산)",배혜정도가,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824164610847_V9PNIYJE0.jpg/fe87_430_i1.jpg?type=m251&wm=Y,4
91,담솔,"22,000",500ml,리큐르,40,3,0,3,3,두부전골,"백미(함양산) 90%, 솔잎·송순(함양산) 10%",솔송주(명가원),https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5628_000_1%2F20181126164103774_TZHNWP5WD.jpg%2Ffe115_29_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
92,산내울 복분자주,"20,000",750ml,리큐르,16,4,4,3,3,탄산수와 섞어 마실 것을 추천,"복분자, 설탕, 주정, 정제수, 과당",거창사과원예농협,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824174907198_4NONN08R7.jpg%2Ffe87_451_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
93,산내울 사과애주,"14,000",750ml,리큐르,16,4,4,2,3,탄산수와 섞어 마실 것을 추천,"사과, 설탕, 주정, 정제수, 과당",거창사과원예농협,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824175052305_QC1VFFGHF.jpg%2Ffe87_452_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
94,이강주 2호,"28,000",750ml,리큐르,25,2,0,2,2,보쌈,"쌀, 소맥분, 정맥, 배, 생강, 계피, 울금, 꿀",전주이강주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113195446169_S2NPU1Q01.jpg%2Ffe87_029_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
95,이강주 375ml,"4,500",375ml,리큐르,19,2,0,2,2,보쌈,국내산 쌀,전주이강주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113195423387_GWSPNBUOV.jpg%2Ffe87_028_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
96,감자술 13%,"14,000",700ml,약주,13,3,2,2,3,감자전,"백미(국내산), 감자(국내산), 누룩, 효모, 정제수",오대서주양조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726173312428_9KUFPAV7J.jpg%2Ffe87_407_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
97,구기홍주 14,"16,000",750ml,약주,14,2,2,2,2,약간 매운 음식,"국내산 쌀, 국, 구기자추출액, 올리고당, 효모, 효소, 아세설팜칼륨, 정제수",두이술공방,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824190818965_N0WFTK1VM.jpg%2Ffe87_481_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
98,금산인삼주,"12,000",375ml,약주,12.5,1,3,2,2,양념 돼지갈비,"쌀, 인삼, 누룩, 정제수",금산인삼주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522130949610_73YISFLV5.jpg%2Ffe87_128_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
99,기다림 맑은술,"25,000",500ml,약주,15,4,3,3,3,"곱창 전골, 연포탕","국내산 멥쌀, 국내산 찹쌀, 곡자, 정제수",제이케이크래프트,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726170758628_26LKBRKT3.jpg%2Ffe87_399_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
100,김포별주,"4,000",500ml,약주,13,3,1,3,1,쭈꾸미 볶음,"쌀, 옥수수 전분, 국, 효모, 젖산, 효소제, 정제수",김포양주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013050409841_KWAXKEIH5.jpg%2Ffe87_304_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
101,김포약주,"9,000",750ml,약주,11,1,2,2,1,닭백숙,"옥수수 전분, 밀, 국, 효모, 젖산, 효소제, 정제수",김포양조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013045049464_15KMNUPDP.jpg%2Ffe87_302_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
102,김포예주 프리미엄,"15,000",750ml,약주,13,2,1,4,1,불고기,"국내산 쌀, 국, 효모, 젖산, 정제수",김포양조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013044420009_D8C32375N.jpg%2Ffe87_301_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
103,김포특주,"3,000",375ml,약주,15,4,4,2,2,"감자탕, 김치찌개, 매운 제육볶음","국내산 쌀, 효모, 정제효소,정제수, 프락토올리고당",김포금쌀탁주영농조합법인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013062101632_MU0YTMOKW.jpg%2Ffe87_315_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
104,녹파주,"35,000",375ml,약주,15,3,2,3,2,연잎밥,"국내산 찹쌀, 멥쌀, 누룩, 정제수",솔송주(명가원),https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013054605691_IEV740J47.jpg%2Ffe87_310_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
105,능이주,"12,000",375ml,약주,13,1,3,2,1,버섯구이,"국내산 쌀, 능이농축액, 누룩, 정제수",내국양조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013013748016_7G95HK0CF.jpg%2Ffe87_277_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
106,능이주,"12,000",375ml,약주,13,1,3,2,1,버섯구이,"국내산 쌀, 능이농축액, 누룩, 정제수",내국양조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5628_000_1%2F20181126160816857_VXPU8RYYG.jpg%2Ffe115_17_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
107,니모메,"12,000",375ml,약주,11,2,1,2,1,흰 살 생선 회,"쌀(국내산), 감귤 진피, 정제수",제주샘주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012224600173_KZGUAXX6O.jpg%2Ffe87_253_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
108,대윤 가야곡 왕주,"4,000",300ml,약주,13,2,2,3,1,쭈꾸미 볶음,"쌀, 누룩, 효모, 물엿, 정제수",대윤가야곡주조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522144946609_COXYSSMJ2.jpg%2Ffe87_144_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
109,동몽,"30,000",500ml,약주,17,2,3,3,1,두부전골,"홍천 쌀, 정제수, 단호박, 국(밀 누룩)",예술주조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170116183755171_V64VQROUB.jpg%2Ffe87_100_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
110,동학 1957,"3,500",375ml,약주,13,3,3,3,2,한정식,"국내산 쌀, 구연산, 효모, 젖산, 정제효소제, 국, 주정, 정제수",고헌정영농조합법인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20200824210240472_IM2XKDIOS.png%2Ffe87_523_i1.png%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
111,라이스퐁당,"18,000",500ml,약주,13,3,3,4,1,닭볶음탕,"정제수, 찹쌀, 누룩, 삼지구엽초, 감초",벗드림양조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824201854230_A6LCNWYO1.jpg%2Ffe87_507_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
112,라이스퐁당 17,"18,000",500ml,약주,17,3,3,4,1,닭볶음탕,"찹쌀(국내산), 누룩, 정제수(음양곽, 감초)",벗드림양조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824202400121_U59V7XN47.jpg%2Ffe87_508_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
113,맑은 문희주,"36,000",750ml,약주,13,3,1,2,1,나물 무침,"유기농찹쌀 (국산), 멥쌀 (국산), 전통누룩 (우리 밀), 정제수",문경주조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170116183312216_3JCMJ114O.jpg%2Ffe87_094_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
114,맑은술 해밀,"25,000",500ml,약주,15,3,2,2,2,생선요리,"쌀, 누룩, 정제수",내변산양조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726172301804_F1MO9V9DR.jpg%2Ffe87_404_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
115,매실향기 담은 술,"6,000",500ml,약주,14,3,3,3,3,소고기 전골,"국내산 쌀, 효모, 조효소재, 물엿, 아스파탐, 정제수",명세주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726181109433_EPUC6ID06.jpg%2Ffe87_422_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
116,면천두견주 360,"32,000",360ml,약주,18,3,1,3,1,"불고기, 해물맑은탕","국내산 찹쌀, 누룩, 진달래꽃",면천두견주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013063601781_ROLSYWZKO.jpg%2Ffe87_318_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
117,면천두견주 700,"15,000",700ml,약주,18,3,1,3,1,"진달래 화전, 은행구이","국내산 찹쌀, 누룩, 진달래꽃",면천두견주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013064354490_NF663ZJYG.jpg%2Ffe87_319_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
118,면천두견주 900,"120,000",900ml,약주,18,3,1,3,1,"진달래 화전, 은행구이","국내산 찹쌀, 누룩, 진달래꽃",면천두견주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013065115611_8ONKAYX4I.jpg%2Ffe87_320_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
119,명인 홍삼주,"12,000",375ml,약주,12.5,1,3,2,2,양념갈비,"쌀, 홍삼, 누룩, 정제수",금산인삼주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522131739870_1VS1L4CXC.jpg%2Ffe87_129_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
120,모월 연,"18,000",500ml,약주,13,1,3,2,2,편한 일상 속 저녁 식사와 함께,"국내산 쌀, 밀누룩(국산)",모월,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824194259734_LEKZXDYCY.jpg%2Ffe87_493_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
121,모월 청,"21,000",500ml,약주,16,1,3,3,2,양념된 고기류,"쌀(국내산), 누룩, 정제수",모월,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824194049194_CXYXL4G4E.jpg%2Ffe87_492_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
122,밤꽃향기,"4,000",375ml,약주,13.5,5,2,2,2,"구운 밤, 공주국밥","국내산 쌀, 밤, 누룩, 정제수",사곡양조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013024252178_Z43EQIDQB.jpg%2Ffe87_285_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
123,방문주 약주,"7,000",500ml,약주,15,2,3,3,3,"한우 불고기, 떡갈비","국내산 찹쌀, 누룩, 정제수",케이소주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726143600391_ECYP54JP9.jpg%2Ffe87_344_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
124,백련 맑은술,"7,000",375ml,약주,12,2,2,2,1,어묵,"백미, 정제수, 물엿, 과당, 누룩, 백련잎, 누룩",신평양조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170220162000705_KLTUKC2GF.jpg%2F%25EC%258B%25A0%25ED%258F%2589.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
125,삼양춘 생약주,"20,000",500ml,약주,15,2,1,2,1,흰살 생선 찜,"강화섬쌀, 전통누룩, 정제수",삼양춘,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013035930533_I2J6X04GR.jpg%2Ffe87_295_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
126,서주 16%,"45,000",400ml,약주,16,3,2,3,3,기름진 감자전,"백미(국내산), 감자(국내산), 누룩, 효모, 정제수",오대서주양조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726173545918_H7AP76A5L.jpg%2Ffe87_408_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
127,석로주,"34,000",720ml,약주,13,1,1,4,1,버섯 전골,"국내산 쌀, 석이버섯, 누룩, 효모, 정제수",석이원주조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013054036147_99II2NYBC.jpg%2Ffe87_309_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
128,석탄주 약주,"7,000",500ml,약주,15,1,3,3,2,"참치 뱃살, 수육","국내산 찹쌀, 누룩, 정제수",케이소주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726143157722_IOQJC5DGP.jpg%2Ffe87_342_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
129,세종대왕어주 약주,"25,900",500ml,약주,15,3,1,3,1,매콤새콤한 무침,"쌀, 누룩 정제수",장희도가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824170807264_OJ2M0B5P2.jpg%2Ffe87_436_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
130,소백산 청 동동주,"3,000",1700ml,약주,10,2,1,4,2,파스타,"쌀, 소맥분, 누룩, 주정, 고과당, 대추 등",대강양조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170116183602133_G2CEPDVMC.jpg%2Ffe87_098_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
131,송이주,"12,000",375ml,약주,13,1,4,2,1,소 등심 구이,"국내산 쌀, 송이농축액, 누룩, 정제수",내국양조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013014529537_VOUXM0UT7.jpg%2Ffe87_278_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
132,술아 국화주,"18,000",375ml,약주,15,4,3,4,2,샐러드,"국내산 찹쌀, 누룩, 건조국화꽃, 증류주, 정제수",술아원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013071307793_IYQB0A0HG.jpg%2Ffe87_323_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
133,술아 매화주,"36,000",375ml,약주,15,5,3,4,2,샐러드,"국내산 찹쌀, 누룩, 건조매화꽃, 증류주, 정제수",술아원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013065840999_1J1DYQP9R.jpg%2Ffe87_321_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
